CustomerID,Contract,"Payment Method","Tenure Months","Total Revenue",Gender,Age,"Internet Type","Customer Status","Churn Category"
2207-OBZNX,Month-to-month,"Mailed check",7,595.48,Male,56,Cable,Churned,Attitude
3640-PHQXK,Month-to-month,"Electronic check",31,2961.95,Female,54,"Fiber Optic",Churned,Dissatisfaction
5748-RNCJT,"Two year","Bank transfer (automatic)",69,9203.52,Male,58,"Fiber Optic",Churned,Competitor
9210-IAHGH,Month-to-month,"Credit card (automatic)",7,614.25,Female,57,DSL,Churned,Attitude
1465-VINDH,Month-to-month,"Credit card (automatic)",10,1389.55,Female,31,"Fiber Optic",Churned,Competitor
4808-YNLEU,"One year","Bank transfer (automatic)",35,3074,Female,51,DSL,Stayed,
3712-PKXZA,"One year","Credit card (automatic)",61,2427.47,Male,22,None,Stayed,
2240-HSJQD,Month-to-month,"Mailed check",38,3189.96,Male,44,"Fiber Optic",Stayed,
3957-HHLMR,"One year","Bank transfer (automatic)",70,6623.55,Female,50,DSL,Stayed,
7343-EOBEU,Month-to-month,"Mailed check",3,131.35,Male,19,None,Joined,
7876-AEHIG,"One year","Bank transfer (automatic)",51,3077,Female,48,DSL,Stayed,
5542-NKVRU,"Two year","Bank transfer (automatic)",42,1613.47,Female,24,None,Stayed,
7321-VGNKU,Month-to-month,"Electronic check",2,155.65,Female,45,"Fiber Optic",Joined,
2988-PLAHS,"One year","Electronic check",3,338.98,Female,58,Cable,Joined,
9225-BZLNZ,"Two year","Electronic check",72,7276.86,Male,64,DSL,Stayed,
8984-HPEMB,"Two year","Electronic check",71,9748.5,Female,58,"Fiber Optic",Stayed,
9239-GZHZE,"Two year","Credit card (automatic)",72,9913.4,Female,25,"Fiber Optic",Stayed,
2712-SYWAY,Month-to-month,"Electronic check",1,69.54,Female,30,None,Joined,
9802-CAQUT,"Two year","Credit card (automatic)",72,10411.33,Female,27,"Fiber Optic",Stayed,
5140-FOMCQ,"One year","Credit card (automatic)",59,8945.48,Female,52,"Fiber Optic",Stayed,
8234-GSZYK,"Two year","Bank transfer (automatic)",43,2352.75,Male,39,None,Stayed,
2650-GYRYL,"One year","Bank transfer (automatic)",33,793.63,Male,25,None,Stayed,
1227-UDMZR,"Two year","Bank transfer (automatic)",72,6850.3,Female,53,Cable,Stayed,
1619-YWUBB,"Two year","Credit card (automatic)",68,3426.42,Female,38,None,Stayed,
1945-XISKS,"Two year","Mailed check",67,3546.87,Female,22,None,Stayed,
9695-IDRZR,"Two year","Credit card (automatic)",34,4880.88,Female,26,"Fiber Optic",Stayed,
5317-FLPJF,"Two year","Bank transfer (automatic)",66,4323.4,Female,25,DSL,Stayed,
4393-GEADV,"Two year","Credit card (automatic)",70,10576.5,Male,54,"Fiber Optic",Stayed,
2927-CVULT,"Two year","Bank transfer (automatic)",53,7069.48,Female,64,"Fiber Optic",Stayed,
9786-YWNHU,"Two year","Mailed check",63,4178.54,Female,62,DSL,Stayed,
9921-EZKBY,Month-to-month,"Bank transfer (automatic)",33,3617.03,Male,55,"Fiber Optic",Stayed,
5847-MXBEO,"One year","Mailed check",22,703.02,Male,42,None,Stayed,
6087-YPWHO,"Two year","Mailed check",72,6055.02,Male,56,DSL,Stayed,
1722-LDZJS,"One year","Credit card (automatic)",53,2151.47,Male,38,None,Stayed,
3570-YUEKJ,Month-to-month,"Electronic check",42,2443.77,Female,40,DSL,Stayed,
1840-BIUOG,"One year","Electronic check",20,2066.2,Male,23,DSL,Stayed,
3363-EWLGO,Month-to-month,"Mailed check",5,283.6,Female,33,None,Stayed,
3704-IEAXF,"Two year","Credit card (automatic)",72,3784,Female,49,DSL,Stayed,
9739-JLPQJ,"Two year","Credit card (automatic)",72,11025.19,Female,58,"Fiber Optic",Stayed,
7562-UXTPG,Month-to-month,"Mailed check",13,1217.86,Female,40,"Fiber Optic",Stayed,
8217-QYOHV,Month-to-month,"Mailed check",5,421.55,Male,27,Cable,Stayed,
7901-TBKJX,Month-to-month,"Electronic check",56,5894.64,Male,76,"Fiber Optic",Stayed,
6463-MVYRY,"Two year","Bank transfer (automatic)",57,4643.11,Female,67,DSL,Stayed,
5451-YHYPW,"Two year","Credit card (automatic)",72,11795.78,Female,75,"Fiber Optic",Stayed,
2055-BFOCC,"One year","Bank transfer (automatic)",63,7890.5,Male,65,DSL,Stayed,
1028-FFNJK,Month-to-month,"Electronic check",30,4358.25,Male,79,"Fiber Optic",Stayed,
9943-VSZUV,Month-to-month,"Mailed check",67,7733.48,Male,75,"Fiber Optic",Stayed,
1226-IENZN,Month-to-month,"Electronic check",16,1850.57,Male,68,"Fiber Optic",Stayed,
1754-GKYPY,Month-to-month,"Bank transfer (automatic)",22,2431.26,Male,65,"Fiber Optic",Stayed,
7931-PXHFC,"One year","Mailed check",38,4110.78,Male,46,Cable,Churned,Dissatisfaction
8083-YTZES,Month-to-month,"Electronic check",4,456.63,Male,52,"Fiber Optic",Churned,Attitude
8775-CEBBJ,Month-to-month,"Bank transfer (automatic)",9,780.63,Female,40,Cable,Churned,Competitor
8544-GOQSH,Month-to-month,"Credit card (automatic)",14,1135.96,Female,51,"Fiber Optic",Stayed,
7663-ZTEGJ,"One year","Credit card (automatic)",29,4378.13,Male,46,"Fiber Optic",Stayed,
6614-VBEGU,Month-to-month,"Bank transfer (automatic)",24,2671.49,Female,23,DSL,Stayed,
2560-PPCHE,"One year","Bank transfer (automatic)",65,8488.2,Female,22,"Fiber Optic",Stayed,
3199-NPKCN,"One year","Electronic check",67,9858.66,Female,39,"Fiber Optic",Stayed,
1257-SXUXQ,Month-to-month,"Mailed check",5,126.25,Male,20,None,Stayed,
8259-NFJTV,Month-to-month,"Mailed check",7,246.6,Female,37,Cable,Stayed,
3584-WKTTW,"One year","Electronic check",51,7725.67,Male,23,"Fiber Optic",Stayed,
1222-KJNZD,Month-to-month,"Bank transfer (automatic)",40,820.9,Male,61,None,Stayed,
2038-OEQZH,Month-to-month,"Electronic check",4,485.54,Male,63,"Fiber Optic",Stayed,
6322-PJJDJ,"Two year","Electronic check",49,6539.35,Male,58,"Fiber Optic",Stayed,
7636-PEPNS,"One year","Mailed check",58,3876.75,Female,44,Cable,Stayed,
7820-ZYGNY,"One year","Credit card (automatic)",63,6505.73,Male,33,"Fiber Optic",Stayed,
6968-URWQU,"One year","Mailed check",43,2577.77,Male,50,DSL,Stayed,
3982-JGSFD,"One year","Credit card (automatic)",36,1153.77,Male,37,None,Stayed,
7103-ZGVNT,"One year","Credit card (automatic)",69,5426.81,Female,59,Cable,Stayed,
9133-AYJZG,Month-to-month,"Credit card (automatic)",23,2581.45,Female,40,"Fiber Optic",Stayed,
8606-OEGQZ,"Two year","Credit card (automatic)",18,998.61,Female,45,None,Stayed,
3007-FDPEA,Month-to-month,"Bank transfer (automatic)",2,67.63,Female,28,None,Joined,
9975-SKRNR,Month-to-month,"Mailed check",1,68.41,Male,24,None,Joined,
7740-KKCXF,Month-to-month,"Credit card (automatic)",51,1529.45,Male,61,DSL,Stayed,
9670-BPNXF,"One year","Credit card (automatic)",45,3174.45,Female,48,DSL,Stayed,
2458-EOMRE,Month-to-month,"Bank transfer (automatic)",11,1274.51,Female,19,DSL,Stayed,
0383-CLDDA,"Two year","Credit card (automatic)",69,7171.83,Female,42,DSL,Stayed,
9503-XJUME,"One year","Credit card (automatic)",52,2106.2,Male,23,None,Stayed,
5614-DNZCE,"Two year","Credit card (automatic)",58,5504.71,Female,56,DSL,Stayed,
0885-HMGPY,"Two year","Bank transfer (automatic)",62,6787.56,Male,55,Cable,Stayed,
3541-ZNUHK,Month-to-month,"Electronic check",55,5692.15,Female,51,"Fiber Optic",Stayed,
5243-SAOTC,Month-to-month,"Bank transfer (automatic)",54,4720.81,Male,36,"Fiber Optic",Stayed,
8433-WPJTV,"One year","Bank transfer (automatic)",65,6869.8,Female,76,"Fiber Optic",Stayed,
0512-FLFDW,"One year","Credit card (automatic)",60,7689.8,Female,74,"Fiber Optic",Stayed,
8634-CILSZ,"One year","Bank transfer (automatic)",69,8630.71,Male,52,"Fiber Optic",Churned,Competitor
0032-PGELS,Month-to-month,"Bank transfer (automatic)",1,30.5,Female,37,DSL,Churned,Attitude
5997-OPVFA,"Two year","Bank transfer (automatic)",72,6690.05,Male,39,Cable,Stayed,
0621-JFHOL,"Two year","Mailed check",10,299.05,Female,41,Cable,Stayed,
9396-ZSFLL,Month-to-month,"Mailed check",15,803.01,Female,64,DSL,Stayed,
0078-XZMHT,"Two year","Bank transfer (automatic)",72,8646.12,Male,19,DSL,Stayed,
6549-NNDYT,Month-to-month,"Bank transfer (automatic)",13,394.1,Female,59,Cable,Stayed,
5275-PMFUT,"Two year","Credit card (automatic)",72,4719.75,Male,52,DSL,Stayed,
2446-ZKVAF,Month-to-month,"Credit card (automatic)",18,1097.69,Male,19,DSL,Stayed,
6791-YBNAK,Month-to-month,"Credit card (automatic)",18,467.85,Male,26,DSL,Stayed,
5302-BDJNT,Month-to-month,"Electronic check",35,5014.9,Male,27,"Fiber Optic",Stayed,
5514-YQENT,"Two year","Electronic check",41,5760.93,Male,29,"Fiber Optic",Stayed,
6281-FKEWS,"One year","Electronic check",44,2265,Female,58,Cable,Stayed,
3399-BMLVW,"Two year","Credit card (automatic)",51,3607.48,Male,40,DSL,Stayed,
4403-BWPAY,"One year","Credit card (automatic)",14,790.7,Male,40,None,Stayed,
0829-DDVLK,"One year","Credit card (automatic)",15,448.55,Female,58,None,Stayed,
4813-HQMGZ,Month-to-month,"Electronic check",8,822.79,Female,54,"Fiber Optic",Stayed,
5829-NVSQN,"One year","Bank transfer (automatic)",23,2411.42,Female,38,DSL,Stayed,
8384-FZBJK,Month-to-month,"Electronic check",57,7456.79,Female,37,"Fiber Optic",Stayed,
4760-THGOT,Month-to-month,"Electronic check",43,6234.94,Female,33,"Fiber Optic",Stayed,
3259-QMXUN,"Two year","Electronic check",58,6284.62,Male,38,DSL,Stayed,
2606-PKWJB,"One year","Mailed check",40,1564.05,Male,62,Cable,Stayed,
5311-IHLEI,Month-to-month,"Bank transfer (automatic)",12,605.75,Male,45,DSL,Stayed,
6898-MDLZW,Month-to-month,"Mailed check",12,670.25,Male,53,DSL,Stayed,
0397-ZXWQF,"Two year","Bank transfer (automatic)",67,4600.72,Male,24,None,Stayed,
9919-KNPOO,Month-to-month,"Electronic check",21,2559.21,Female,60,"Fiber Optic",Stayed,
9987-LUTYD,"One year","Mailed check",13,1349.74,Female,20,DSL,Stayed,
5186-EJEGL,Month-to-month,"Mailed check",9,963.12,Male,24,DSL,Stayed,
4439-YRNVD,Month-to-month,"Electronic check",10,374,Female,33,DSL,Stayed,
5325-UWTWJ,Month-to-month,"Credit card (automatic)",31,3624.77,Male,47,"Fiber Optic",Stayed,
4929-ROART,Month-to-month,"Mailed check",18,1608.25,Male,47,Cable,Stayed,
9184-GALIL,Month-to-month,"Mailed check",38,889.93,Female,26,None,Stayed,
4475-NVTLU,"Two year","Electronic check",45,1679.05,Male,21,None,Stayed,
6719-OXYBR,Month-to-month,"Electronic check",15,1629.35,Male,41,"Fiber Optic",Stayed,
5119-KEPFY,Month-to-month,"Bank transfer (automatic)",36,3655.89,Male,50,"Fiber Optic",Stayed,
3967-VQOGC,"Two year","Mailed check",67,2848.06,Female,54,None,Stayed,
9916-AYHTC,"Two year","Credit card (automatic)",48,2453.92,Male,63,None,Stayed,
8212-DJRCH,Month-to-month,"Mailed check",5,492.22,Male,33,"Fiber Optic",Stayed,
6976-BWGLQ,"Two year","Bank transfer (automatic)",72,4616.95,Female,64,None,Stayed,
7868-TMWMZ,"Two year","Bank transfer (automatic)",60,8145.55,Female,69,"Fiber Optic",Stayed,
3402-XRIUO,Month-to-month,"Mailed check",22,1760.64,Female,73,DSL,Stayed,
1636-NTNCO,Month-to-month,"Credit card (automatic)",4,207.35,Male,72,DSL,Stayed,
9168-INPSZ,Month-to-month,"Electronic check",44,5412.17,Female,75,"Fiber Optic",Stayed,
6486-LHTMA,"One year","Electronic check",31,4207.56,Female,67,"Fiber Optic",Stayed,
4976-LNFVV,Month-to-month,"Credit card (automatic)",19,577.15,Male,65,DSL,Stayed,
3162-KKZXO,"One year","Electronic check",55,7037.75,Female,75,"Fiber Optic",Stayed,
6969-MVBAI,Month-to-month,"Electronic check",9,1176.8,Female,66,"Fiber Optic",Stayed,
3798-EPWRR,Month-to-month,"Electronic check",2,123.28,Female,74,DSL,Joined,
5940-NFXKV,Month-to-month,"Electronic check",19,1863.46,Male,59,"Fiber Optic",Churned,Competitor
0378-NHQXU,Month-to-month,"Electronic check",17,1765.12,Female,31,"Fiber Optic",Churned,Other
4903-UYAVB,Month-to-month,"Mailed check",5,284.85,Male,53,None,Churned,Competitor
9894-EZEWG,Month-to-month,"Credit card (automatic)",1,113.96,Female,31,"Fiber Optic",Churned,Competitor
4445-ZJNMU,Month-to-month,"Credit card (automatic)",9,962.04,Male,30,"Fiber Optic",Stayed,
4376-KFVRS,"Two year","Credit card (automatic)",72,10682.2,Male,52,"Fiber Optic",Stayed,
8672-OAUPW,"One year","Credit card (automatic)",51,4204.45,Male,48,DSL,Stayed,
6464-KEXXH,Month-to-month,"Credit card (automatic)",8,186.3,Male,55,Cable,Stayed,
3014-WJKSM,Month-to-month,"Credit card (automatic)",29,2360.55,Male,26,"Fiber Optic",Stayed,
4625-LAMOB,"Two year","Credit card (automatic)",44,967.15,Male,36,None,Stayed,
7695-PKLCZ,"Two year","Credit card (automatic)",68,4716.78,Female,32,None,Stayed,
7764-BDPEE,Month-to-month,"Mailed check",3,119.39,Male,50,None,Joined,
5879-SESNB,Month-to-month,"Electronic check",11,1260.34,Female,34,"Fiber Optic",Stayed,
9553-DLCLU,"Two year","Credit card (automatic)",13,1643.14,Female,30,DSL,Stayed,
6479-OAUSD,"One year","Credit card (automatic)",25,690.05,Male,41,None,Stayed,
6950-TWMYB,"Two year","Bank transfer (automatic)",54,6883.85,Male,31,"Fiber Optic",Stayed,
8197-BFWVU,"Two year","Bank transfer (automatic)",72,6812.79,Female,62,Cable,Stayed,
0254-KCJGT,"One year","Credit card (automatic)",52,6504.13,Male,64,Cable,Stayed,
5472-CVMDX,"Two year","Mailed check",68,2719.2,Female,21,DSL,Stayed,
9512-PHSMG,Month-to-month,"Mailed check",10,356.95,Female,27,None,Stayed,
1784-BXEFA,Month-to-month,"Mailed check",10,234.95,Female,63,None,Stayed,
8950-MTZNV,Month-to-month,"Mailed check",1,58.58,Male,61,DSL,Joined,
1053-MXTTK,"Two year","Bank transfer (automatic)",72,8767.47,Female,63,"Fiber Optic",Stayed,
7714-YXSMB,Month-to-month,"Bank transfer (automatic)",26,3267.11,Female,60,"Fiber Optic",Stayed,
9861-PDSZP,"Two year","Credit card (automatic)",72,8530.2,Female,19,"Fiber Optic",Stayed,
0906-QVPMS,"Two year","Bank transfer (automatic)",72,10920.57,Male,29,"Fiber Optic",Stayed,
4664-NJCMS,"Two year","Bank transfer (automatic)",33,2016.3,Female,52,DSL,Stayed,
2228-BZDEE,"Two year","Mailed check",54,2496.95,Female,45,None,Stayed,
0848-ZGQIJ,Month-to-month,"Bank transfer (automatic)",16,1629.15,Female,56,"Fiber Optic",Stayed,
1385-TQOZW,Month-to-month,"Credit card (automatic)",9,561.46,Female,32,None,Stayed,
2676-OXPPQ,Month-to-month,"Bank transfer (automatic)",6,354.61,Male,22,DSL,Stayed,
5965-GGPRW,"Two year","Bank transfer (automatic)",72,10205.35,Male,41,"Fiber Optic",Stayed,
0956-ACVZC,"One year","Credit card (automatic)",54,7845.28,Female,23,"Fiber Optic",Stayed,
4482-FTFFX,Month-to-month,"Electronic check",5,425.75,Male,23,DSL,Stayed,
7609-NRNCA,"One year","Mailed check",17,1001.99,Female,21,None,Stayed,
3705-RHRFR,"Two year","Bank transfer (automatic)",69,10004.5,Female,52,"Fiber Optic",Stayed,
5306-BVTKJ,"One year","Credit card (automatic)",48,4489.6,Male,20,DSL,Stayed,
8468-FZTOE,"Two year","Electronic check",72,6526.52,Female,61,Cable,Stayed,
5268-DSMNQ,"One year","Credit card (automatic)",62,6643.97,Female,65,"Fiber Optic",Stayed,
9518-XXBXE,Month-to-month,"Electronic check",10,971.75,Male,80,"Fiber Optic",Stayed,
6618-RYATB,Month-to-month,"Mailed check",1,84.65,Female,56,"Fiber Optic",Churned,Price
6797-LNAQX,"Two year","Bank transfer (automatic)",70,8950.8,Male,34,"Fiber Optic",Churned,Competitor
5839-SUYVZ,Month-to-month,"Credit card (automatic)",16,1783.62,Male,21,"Fiber Optic",Stayed,
2040-OBMLJ,"One year","Credit card (automatic)",31,3081.23,Male,24,"Fiber Optic",Stayed,
9342-VNIMQ,Month-to-month,"Bank transfer (automatic)",33,1860.23,Male,62,DSL,Stayed,
9359-UGBTK,"One year","Bank transfer (automatic)",67,5352.63,Female,63,Cable,Stayed,
5014-WUQMG,"One year","Electronic check",47,5124.18,Male,23,"Fiber Optic",Stayed,
3466-WAESX,Month-to-month,"Electronic check",16,1307.54,Male,46,DSL,Stayed,
4137-BTIKL,Month-to-month,"Mailed check",2,229.09,Male,55,"Fiber Optic",Joined,
6559-RAKOZ,"One year","Electronic check",49,5702.88,Male,61,"Fiber Optic",Stayed,
9135-MGVPY,"Two year","Mailed check",69,9216.43,Male,41,DSL,Stayed,
7037-MTYVW,"Two year","Bank transfer (automatic)",38,3962.76,Male,26,DSL,Stayed,
0536-ACXIP,"Two year","Electronic check",72,11347.5,Female,34,"Fiber Optic",Stayed,
2203-GHNWN,Month-to-month,"Mailed check",24,3007.02,Female,24,"Fiber Optic",Stayed,
2259-OUUSZ,"One year","Credit card (automatic)",7,249.55,Male,28,DSL,Stayed,
8873-TMKGR,"One year","Mailed check",29,1965.58,Male,40,None,Stayed,
0365-BZUWY,Month-to-month,"Electronic check",17,1914.37,Male,58,"Fiber Optic",Stayed,
1919-RTPQD,Month-to-month,"Electronic check",7,534.55,Male,42,DSL,Stayed,
9362-MWODR,Month-to-month,"Credit card (automatic)",40,3265.55,Female,63,DSL,Stayed,
2192-OZITF,"Two year","Mailed check",45,5342.15,Female,60,DSL,Stayed,
2072-ZVJJX,"Two year","Bank transfer (automatic)",68,3280.64,Male,47,None,Stayed,
0536-ESJEP,"Two year","Bank transfer (automatic)",54,4957.17,Male,48,DSL,Stayed,
2359-KLTEK,Month-to-month,"Bank transfer (automatic)",41,5618.79,Female,25,"Fiber Optic",Stayed,
3521-MNKLV,Month-to-month,"Mailed check",24,2096.12,Male,25,DSL,Stayed,
6080-LNESI,"Two year","Mailed check",51,2156.17,Male,63,None,Stayed,
9714-EDSUC,Month-to-month,"Mailed check",4,406.55,Male,25,"Fiber Optic",Stayed,
8757-TFHHJ,Month-to-month,"Credit card (automatic)",1,88.01,Male,55,Cable,Joined,
1904-WAJAA,"Two year","Electronic check",24,2675.61,Female,23,DSL,Stayed,
3420-ZDBMA,Month-to-month,"Mailed check",5,457.25,Male,78,"Fiber Optic",Stayed,
5150-ITWWB,Month-to-month,"Electronic check",3,449.09,Male,65,"Fiber Optic",Joined,
9208-OLGAQ,Month-to-month,"Electronic check",18,1971.49,Female,70,"Fiber Optic",Stayed,
3703-KBKZP,Month-to-month,"Bank transfer (automatic)",16,1613.67,Male,70,"Fiber Optic",Stayed,
9801-GDWGV,Month-to-month,"Electronic check",39,5349.31,Female,52,"Fiber Optic",Churned,Competitor
7547-EKNFS,Month-to-month,"Bank transfer (automatic)",42,4698.97,Male,37,"Fiber Optic",Churned,Attitude
3410-YOQBQ,"Two year","Mailed check",31,3359.87,Female,61,DSL,Stayed,
3701-SFMUH,Month-to-month,"Credit card (automatic)",7,552.34,Male,63,Cable,Stayed,
0516-UXRMT,"One year","Electronic check",62,7222.15,Female,27,"Fiber Optic",Stayed,
1767-CJKBA,"Two year","Mailed check",66,4940.28,Male,39,None,Stayed,
8590-YFFQO,"Two year","Credit card (automatic)",70,4594.46,Male,24,DSL,Stayed,
8714-CTZJW,Month-to-month,"Credit card (automatic)",4,398.96,Female,24,"Fiber Optic",Stayed,
6234-PFPXL,Month-to-month,"Credit card (automatic)",22,3018.59,Male,42,"Fiber Optic",Stayed,
5980-BDHPY,"Two year","Bank transfer (automatic)",72,7095.54,Male,48,Cable,Stayed,
6303-KFWSL,"One year","Electronic check",29,2761.35,Female,28,DSL,Stayed,
2014-MKGMH,"One year","Electronic check",46,5961.02,Female,45,"Fiber Optic",Stayed,
8064-RAVOH,Month-to-month,"Electronic check",1,92.4,Male,44,DSL,Joined,
2683-JXWQQ,Month-to-month,"Bank transfer (automatic)",61,2227.2,Male,24,DSL,Stayed,
7663-CUXZB,"Two year","Electronic check",59,7445.07,Male,34,"Fiber Optic",Stayed,
3810-DVDQQ,"Two year","Bank transfer (automatic)",72,11688.9,Female,28,"Fiber Optic",Stayed,
5950-AAAGJ,Month-to-month,"Bank transfer (automatic)",18,1578.58,Male,19,"Fiber Optic",Stayed,
7339-POGZN,Month-to-month,"Electronic check",4,239.63,Female,24,DSL,Stayed,
2558-BUOZZ,"One year","Bank transfer (automatic)",47,6424.26,Male,51,"Fiber Optic",Stayed,
2773-OVBPK,"Two year","Bank transfer (automatic)",67,8985.11,Male,60,"Fiber Optic",Stayed,
3423-HHXAO,"One year","Mailed check",14,846.7,Female,58,None,Stayed,
6199-IPCAO,"Two year","Mailed check",29,847.7,Female,62,None,Stayed,
2969-VAPYH,"One year","Credit card (automatic)",67,6281.33,Female,28,DSL,Stayed,
5966-EMAZU,"One year","Mailed check",64,7137.49,Male,27,"Fiber Optic",Stayed,
6591-QGOYB,Month-to-month,"Bank transfer (automatic)",17,2331.36,Male,29,"Fiber Optic",Stayed,
8878-RYUKI,Month-to-month,"Electronic check",52,3530.94,Female,30,DSL,Stayed,
7721-DVEKZ,Month-to-month,"Mailed check",1,43.32,Female,42,None,Joined,
5115-GZDEL,"Two year","Credit card (automatic)",72,4671.7,Male,20,Cable,Stayed,
1555-HAPSU,"Two year","Credit card (automatic)",71,3751.61,Female,25,None,Stayed,
8514-VZHEB,"Two year","Mailed check",59,2254.1,Male,35,None,Stayed,
3384-CTMSF,Month-to-month,"Electronic check",47,7423.58,Male,61,"Fiber Optic",Stayed,
2188-SXWVT,"One year","Mailed check",34,3352.93,Female,31,DSL,Stayed,
0052-YNYOT,"One year","Electronic check",67,2861.91,Female,28,None,Stayed,
9233-PSYHO,"One year","Bank transfer (automatic)",45,4770.3,Female,68,"Fiber Optic",Stayed,
4583-PARNH,Month-to-month,"Electronic check",16,1787.09,Male,66,"Fiber Optic",Stayed,
5188-HGMLP,Month-to-month,"Bank transfer (automatic)",54,5817.79,Male,73,"Fiber Optic",Stayed,
3235-ETOOB,Month-to-month,"Electronic check",8,993.18,Male,51,"Fiber Optic",Churned,Competitor
8718-PTMEZ,Month-to-month,"Electronic check",13,347.25,Female,46,Cable,Churned,Other
0617-AQNWT,"Two year","Electronic check",64,3147.5,Female,61,DSL,Churned,Competitor
2088-IEBAU,"Two year","Electronic check",68,7595.92,Female,63,DSL,Stayed,
5522-JBWMO,Month-to-month,"Electronic check",1,59.66,Male,62,DSL,Joined,
8207-DMRVL,"Two year","Bank transfer (automatic)",72,9900.53,Male,47,"Fiber Optic",Stayed,
8728-SKJLR,Month-to-month,"Electronic check",41,3133.38,Male,45,"Fiber Optic",Stayed,
5170-PTRKA,"One year","Credit card (automatic)",49,1782,Female,19,Cable,Stayed,
6353-BRMMA,Month-to-month,"Bank transfer (automatic)",54,7932.7,Female,62,"Fiber Optic",Stayed,
0080-OROZO,"One year","Electronic check",35,4806.7,Female,38,"Fiber Optic",Stayed,
2294-DMMUS,Month-to-month,"Credit card (automatic)",62,6565.93,Female,25,DSL,Stayed,
5724-BIDBU,"One year","Electronic check",49,4701.26,Male,29,Cable,Stayed,
5939-SXWHM,"Two year","Bank transfer (automatic)",48,2240.09,Male,59,None,Stayed,
1219-NNDDO,Month-to-month,"Electronic check",9,1045.24,Female,51,"Fiber Optic",Stayed,
9281-PKKZE,Month-to-month,"Electronic check",46,2007.85,Female,47,DSL,Stayed,
2450-ZKEED,"One year","Bank transfer (automatic)",11,733.17,Female,33,DSL,Stayed,
3096-YXENJ,"Two year","Bank transfer (automatic)",65,8882.7,Female,25,"Fiber Optic",Stayed,
0058-EVZWM,Month-to-month,"Bank transfer (automatic)",55,5239,Female,37,"Fiber Optic",Stayed,
9371-BITHB,"Two year","Mailed check",52,1247.82,Female,27,None,Stayed,
1163-VIPRI,"Two year","Electronic check",65,8198.8,Female,22,"Fiber Optic",Stayed,
6869-FGJJC,"One year","Credit card (automatic)",68,6728.23,Male,50,"Fiber Optic",Stayed,
0464-WJTKO,"Two year","Bank transfer (automatic)",72,2481.09,Female,39,None,Stayed,
6137-MFAJN,Month-to-month,"Electronic check",48,2104.55,Female,62,Cable,Stayed,
4616-EWBNJ,"One year","Bank transfer (automatic)",16,1074.6,Female,23,None,Stayed,
9473-CBZOP,"One year","Mailed check",28,2579.85,Female,35,Cable,Stayed,
7998-WNZEM,"Two year","Bank transfer (automatic)",71,6579.37,Male,51,DSL,Stayed,
8410-BGQXN,Month-to-month,"Mailed check",4,183.56,Male,26,None,Stayed,
7396-VJUZB,Month-to-month,"Mailed check",4,295.71,Male,33,DSL,Stayed,
6344-SFJVH,Month-to-month,"Credit card (automatic)",20,505.95,Female,41,DSL,Stayed,
1399-OUPJN,"Two year","Bank transfer (automatic)",57,1970.87,Female,43,None,Stayed,
4801-KFYKL,Month-to-month,"Bank transfer (automatic)",8,174.8,Male,28,None,Stayed,
2657-VPXTA,Month-to-month,"Electronic check",10,1257.05,Female,45,"Fiber Optic",Stayed,
7824-PANSQ,Month-to-month,"Bank transfer (automatic)",58,7398.21,Male,52,"Fiber Optic",Stayed,
7401-RUBNK,Month-to-month,"Electronic check",18,2217.27,Female,25,"Fiber Optic",Stayed,
4378-MYPGO,"Two year","Bank transfer (automatic)",68,9308.35,Male,41,"Fiber Optic",Stayed,
4186-ZBUEW,"One year","Mailed check",36,3625.67,Female,55,DSL,Stayed,
6898-RBTLU,"Two year","Bank transfer (automatic)",49,4715.85,Female,47,DSL,Stayed,
0531-XBKMM,"Two year","Bank transfer (automatic)",66,6498.82,Male,37,DSL,Stayed,
2931-VUVJN,"One year","Electronic check",59,6643.16,Female,71,"Fiber Optic",Stayed,
7924-GJZFI,Month-to-month,"Electronic check",25,2777.85,Female,75,"Fiber Optic",Stayed,
4098-NAUKP,Month-to-month,"Electronic check",68,7064.68,Male,70,"Fiber Optic",Stayed,
5439-WIKXB,Month-to-month,"Electronic check",41,5796.31,Male,65,"Fiber Optic",Stayed,
4750-UKWJK,"One year","Mailed check",37,1665.75,Female,77,None,Stayed,
6734-FQAJX,"Two year","Electronic check",67,9465.11,Male,65,"Fiber Optic",Stayed,
1809-DMJHQ,Month-to-month,"Mailed check",5,341.15,Female,56,DSL,Churned,Competitor
6629-CZTTH,Month-to-month,"Mailed check",1,103.92,Male,62,Cable,Churned,Dissatisfaction
6338-AVWCY,Month-to-month,"Mailed check",3,130.75,Male,19,DSL,Churned,Competitor
8111-RKSPX,Month-to-month,"Bank transfer (automatic)",4,425.47,Male,20,"Fiber Optic",Churned,Dissatisfaction
6348-SNFUS,"Two year","Credit card (automatic)",72,4179.2,Male,30,Cable,Stayed,
7916-VCCPB,Month-to-month,"Bank transfer (automatic)",16,1836.23,Female,58,"Fiber Optic",Stayed,
0459-SPZHJ,"Two year","Credit card (automatic)",63,6282.35,Male,19,DSL,Stayed,
3003-CMDUU,Month-to-month,"Electronic check",25,3220.95,Female,22,"Fiber Optic",Stayed,
7130-YXBRO,Month-to-month,"Bank transfer (automatic)",48,6388.38,Male,28,"Fiber Optic",Stayed,
4735-BJKOU,"Two year","Mailed check",40,1139.25,Female,33,None,Stayed,
